service_date,day_type,bus,rail_boardings,total_rides
2024-11-02T00:00:00.000,A,410559,281277,691836
2024-11-03T00:00:00.000,U,267845,227887,495732
2024-11-04T00:00:00.000,W,553515,383217,936732
2024-11-05T00:00:00.000,W,519574,379110,898684
2024-11-06T00:00:00.000,W,631969,427995,1059964
2024-11-07T00:00:00.000,W,644506,450680,1095186
2024-11-08T00:00:00.000,W,601808,396291,998099
2024-11-09T00:00:00.000,A,391070,288855,679925
2024-11-10T00:00:00.000,U,306889,232420,539309
2024-11-11T00:00:00.000,W,556273,358572,914845
2024-11-12T00:00:00.000,W,640199,437888,1078087
2024-11-13T00:00:00.000,W,633647,434362,1068009
2024-11-14T00:00:00.000,W,620448,439564,1060012
2024-11-15T00:00:00.000,W,603141,397040,1000181
2024-11-16T00:00:00.000,A,399551,316374,715925
2024-11-17T00:00:00.000,U,308995,233733,542728
2024-11-18T00:00:00.000,W,565097,383053,948150
2024-11-19T00:00:00.000,W,639269,439683,1078952
2024-11-20T00:00:00.000,W,625498,428958,1054456
2024-11-21T00:00:00.000,W,539977,414493,954470
2024-11-22T00:00:00.000,W,583958,431451,1015409
2024-11-23T00:00:00.000,A,384030,340935,724965
2024-11-24T00:00:00.000,U,301518,222021,523539
2024-11-25T00:00:00.000,W,512387,344627,857014
2024-11-26T00:00:00.000,W,518470,356826,875296
2024-11-27T00:00:00.000,W,477247,308919,786166
2024-11-28T00:00:00.000,U,190991,132382,323373
2024-11-29T00:00:00.000,W,344005,224635,568640
2024-11-30T00:00:00.000,A,308864,217565,526429
2024-12-01T00:00:00.000,U,251107,175212,426319
2024-12-02T00:00:00.000,W,554092,349175,903267
2024-12-03T00:00:00.000,W,607733,405908,1013641
2024-12-04T00:00:00.000,W,600576,411039,1011615
2024-12-05T00:00:00.000,W,564481,401576,966057
2024-12-06T00:00:00.000,W,559457,371522,930979
2024-12-07T00:00:00.000,A,384908,286352,671260
2024-12-08T00:00:00.000,U,310160,216292,526452
2024-12-09T00:00:00.000,W,585535,364276,949811
2024-12-10T00:00:00.000,W,597740,406353,1004093
2024-12-11T00:00:00.000,W,580091,398016,978107
2024-12-12T00:00:00.000,W,481459,350852,832311
2024-12-13T00:00:00.000,W,521773,360766,882539
2024-12-14T00:00:00.000,A,347954,262799,610753
2024-12-15T00:00:00.000,U,277186,198006,475192
2024-12-16T00:00:00.000,W,551435,342529,893964
2024-12-17T00:00:00.000,W,582711,391307,974018
2024-12-18T00:00:00.000,W,577854,382314,960168
2024-12-19T00:00:00.000,W,552524,373795,926319
2024-12-20T00:00:00.000,W,509530,326711,836241
2024-12-21T00:00:00.000,A,346988,234439,581427
2024-12-22T00:00:00.000,U,271433,188272,459705
2024-12-23T00:00:00.000,W,425982,267754,693736
2024-12-24T00:00:00.000,W,341225,181487,522712
2024-12-25T00:00:00.000,U,146592,86287,232879
2024-12-26T00:00:00.000,W,366721,225335,592056
2024-12-27T00:00:00.000,W,394689,245475,640164
2024-12-28T00:00:00.000,A,348599,222891,571490
2024-12-29T00:00:00.000,U,231003,158657,389660
2024-12-30T00:00:00.000,W,447644,285475,733119
2024-12-31T00:00:00.000,W,386206,281447,667653
