Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PetID,PhotoAmt,AdoptionSpeed
Dog,Cow Girl,5,Mixed Breed,,2,Black,Brown,White,2,1,1,1,2,1,0,Kuala Lumpur,284be445a,1,2
Cat,Chiko,20,Domestic Medium Hair,,1,Black,Gray,White,3,2,2,1,2,1,0,Selangor,a831df76b,4,1
Dog,Pinky,2,Mixed Breed,,2,Brown,White,,2,1,1,1,2,1,0,Kuala Lumpur,145883970,6,3
Dog,Yimmy,7,Mixed Breed,,1,Brown,White,,2,2,1,3,3,1,0,Selangor,e3d9dc96d,1,1
Cat,Haru ã¯ã Neko,1,Domestic Short Hair,,1,Black,White,,2,1,2,1,2,1,0,Selangor,9a64e72cf,6,1
Dog,Katniss,1,Mixed Breed,Mixed Breed,2,Black,,,2,1,2,2,2,1,0,Negeri Sembilan,a1b3dafc9,1,3
Cat,Vader,28,Birman,Domestic Long Hair,1,Black,,,3,3,1,1,2,1,0,Kuala Lumpur,fe88a5777,5,2
Dog,Subang - Belgian Sheperd Mixed,24,Belgian Shepherd Malinois,Mixed Breed,2,Black,Brown,,2,2,1,1,1,1,250,Selangor,bda2d149e,9,4
Cat,Tom,4,Domestic Short Hair,,1,Black,Brown,Yellow,2,1,2,2,2,1,0,Selangor,732d546b4,4,4
Dog,Cocoju,2,Mixed Breed,,2,Black,Golden,,2,2,1,1,2,1,0,Selangor,a8a8f95f6,4,2
Cat,Meor For Free Adoption.,2,Domestic Medium Hair,,1,Yellow,,,1,1,1,1,2,1,0,Selangor,0b4bb9906,5,1
Dog,Puppy,1,Mixed Breed,,2,Black,Brown,White,1,1,2,2,2,1,0,Selangor,f03b04b1e,1,4
Dog,Beagle^^,5,Beagle,,2,Black,Brown,White,2,1,3,3,3,1,300,Selangor,a672ea96d,1,1
Cat,Poppy,22,Domestic Medium Hair,,2,Black,,,2,2,1,1,1,1,0,Pulau Pinang,4df43033d,7,4
Cat,Taki,36,Domestic Short Hair,,2,Black,Brown,White,2,2,1,1,1,1,0,Negeri Sembilan,d25638f81,4,4
Dog,Mimi,36,Spitz,Terrier,2,White,,,2,2,1,1,1,1,0,Kuala Lumpur,aafb75ee8,2,2
Dog,Poppy,8,Mixed Breed,,1,Yellow,,,2,1,1,1,2,1,0,Kuala Lumpur,e9cf01a21,2,4
Dog,Chorbath,10,Mixed Breed,,2,White,,,2,1,2,1,1,1,0,Kuala Lumpur,1c74d62ed,2,4
Dog,Million,2,Mixed Breed,,2,Brown,Yellow,,2,1,2,1,2,1,0,Selangor,2148c2ef6,4,4
Cat,Mushtash,2,Domestic Medium Hair,,1,Black,White,,1,2,2,2,2,1,0,Kuala Lumpur,f0bb05fc7,4,4
Dog,Randy,3,Mixed Breed,,1,Black,,,2,1,3,1,3,1,0,Selangor,479500716,2,4
Dog,White Socks,3,Mixed Breed,,2,Black,White,,2,1,2,2,2,1,0,Pulau Pinang,1afdf61ec,2,3
Dog,Shih-Tzu Sue,60,Shih Tzu,,2,Black,White,,1,2,3,1,1,1,0,Selangor,110d4487e,1,3
Dog,Hayden,2,Mixed Breed,,1,Brown,,,2,1,1,1,2,1,0,Kuala Lumpur,27cede3cf,1,2
Cat,Oreo,12,Domestic Medium Hair,,1,Brown,White,,2,2,1,1,1,1,0,Selangor,4cb8fe436,2,1
Dog,H1,1,Mixed Breed,Mixed Breed,2,Black,Brown,,2,2,2,1,2,1,0,Selangor,a13ed5e9d,1,3
Dog,Baby Girl,1,Mixed Breed,,2,White,,,2,2,2,2,2,1,0,Perak,82aa52460,1,3
Dog,Whitey,24,Mixed Breed,,2,White,,,3,1,3,3,1,2,0,Pulau Pinang,4c9f111f1,2,4
Dog,Marie Girl,3,Mixed Breed,Mixed Breed,2,Brown,,,2,1,1,1,1,1,200,Selangor,eb6c692dc,6,4
Dog,Oliver,2,Mixed Breed,,1,Black,Brown,White,2,1,2,2,2,1,0,Selangor,109c4f5a8,7,3
Cat,Lovey,12,Domestic Medium Hair,,1,Black,,,1,2,3,3,3,1,0,Selangor,f8b702182,1,4
Dog,Female Dog,12,Mixed Breed,Mixed Breed,2,Brown,,,2,2,2,1,2,1,0,Pulau Pinang,eb652ec07,1,4
Dog,,1,Mixed Breed,,1,Brown,,,2,1,1,1,2,1,0,Selangor,026ebf139,1,3
Cat,Amber ï¼åç¼ç®/ååï¼,11,Domestic Short Hair,,2,Black,Yellow,White,2,1,1,1,1,1,0,Selangor,6c7c5555f,11,2
Dog,BOBO,74,Shih Tzu,,1,Brown,White,,2,2,3,1,3,1,0,Selangor,1a9733afb,2,2
Dog,Naari,36,Terrier,Terrier,2,Brown,Golden,Cream,2,3,1,1,1,1,0,Selangor,1a54d4e92,3,3
Dog,C7C,3,Mixed Breed,Mixed Breed,2,Brown,White,,2,2,2,1,2,1,0,Selangor,8526200d3,3,3
Dog,Bonnie,2,Mixed Breed,,2,Black,Brown,White,2,1,1,1,2,1,0,Selangor,8df39788a,6,3
Dog,Girliee,3,Mixed Breed,,2,Black,Brown,White,2,2,1,1,2,1,0,Selangor,045543730,4,3
Dog,Prince,48,Poodle,,1,White,,,1,1,1,1,2,1,0,Kuala Lumpur,bf50b399e,1,1
Dog,Tiger Girl,2,Mixed Breed,,2,Black,Brown,,2,1,1,1,1,1,0,Selangor,dee525fcd,8,3
Dog,Poodle Found In Kajang,36,Poodle,,1,Brown,,,1,2,3,3,2,1,0,Selangor,ceed27182,3,2
Cat,,3,Domestic Long Hair,,1,Black,White,,2,3,2,1,2,1,0,Selangor,c0a9578bb,5,2
Cat,,4,Domestic Short Hair,,2,Black,Gray,White,1,1,2,2,2,1,0,Selangor,66dda45c4,3,1
Dog,Robocop,1,Labrador Retriever,Mixed Breed,1,Black,Brown,,2,1,2,1,2,1,0,Pulau Pinang,4574e3de4,5,3
Dog,Giant,60,Schnauzer,,1,Black,White,,2,1,1,1,1,1,0,Kedah,794a45833,1,2
Dog,Sunshine,2,Mixed Breed,Mixed Breed,2,Black,,,2,2,1,1,2,1,0,Selangor,800a7c025,1,2
Dog,Choko,4,Mixed Breed,,2,Black,Brown,,2,2,1,1,2,1,0,Selangor,6c75b9082,4,4
Cat,Kitty 2,2,Domestic Short Hair,,2,Black,Yellow,White,2,1,2,1,2,1,0,Kuala Lumpur,4dad8252f,1,1
Dog,Kimberly,3,Mixed Breed,,2,Golden,,,2,1,1,1,1,1,0,Pulau Pinang,3f9f466d1,7,4
Dog,WANGKI,2,Mixed Breed,,2,Black,Brown,,2,2,2,2,2,1,0,Perak,8bf9a6b80,1,2
Cat,Jessy,1,Domestic Medium Hair,,2,White,,,1,2,2,1,2,1,0,Pahang,c43ecb3e1,10,1
Dog,DIANA,18,Mixed Breed,Mixed Breed,2,Black,,,2,1,1,1,1,1,0,Selangor,3a3ae56f1,3,4
Cat,Handsome Momo,6,Domestic Medium Hair,,1,Gray,White,,2,2,1,1,1,1,120,Selangor,9b721dcaf,5,2
Dog,Pooch The Happy Pup,2,Mixed Breed,,1,Black,Brown,Cream,2,1,1,1,2,1,0,Selangor,9718baba0,14,2
Dog,Lucky,24,Mixed Breed,,2,Brown,,,2,1,3,3,3,1,0,Johor,cdd7aee45,6,3
Cat,No Name Yet,6,Domestic Short Hair,,1,Black,White,,2,1,3,3,3,1,0,Kuala Lumpur,86550c5dc,3,4
Dog,D9,2,Mixed Breed,Mixed Breed,2,Brown,,,2,2,2,1,2,1,0,Selangor,ba311fc1a,4,2
Dog,Kangga,2,Mixed Breed,,1,Brown,,,2,1,2,2,2,1,1,Johor,4060caeb1,3,1
Cat,Mung,3,Domestic Short Hair,,2,Gray,White,,2,1,2,1,2,1,0,Johor,e54ee8e55,3,2
Dog,Puppy,53,Mixed Breed,Mixed Breed,1,White,,,2,2,1,3,3,1,0,Selangor,5a2c8a05f,1,4
Cat,Rusco Baby,1,American Shorthair,,1,Black,White,,1,1,2,2,2,1,0,Sabah,d3d47c67d,1,4
Cat,Mikii,7,Domestic Long Hair,,1,Black,White,,2,2,1,1,1,1,0,Selangor,8ba0c6894,15,4
Cat,Blackie,4,Domestic Short Hair,,2,Black,,,1,1,2,2,2,1,0,Kuala Lumpur,71cc0a02e,3,2
Dog,R11,1,Mixed Breed,Mixed Breed,1,Brown,,,2,2,2,1,2,1,0,Selangor,75bbaa3fa,1,2
Cat,Ponky,1,Domestic Short Hair,,1,Black,White,,2,1,2,1,2,1,0,Kuala Lumpur,ca587cb42,4,2
Dog,Chokla (mixed Great Dane),48,Mixed Breed,Great Dane,1,Brown,,,2,1,3,3,3,1,0,Selangor,fd32ce3ef,1,4
Cat,Tea,2,Bengal,Domestic Medium Hair,2,Gray,White,,1,1,2,2,2,1,0,Kuala Lumpur,34cedf9bb,5,1
Dog,Sam Boy,1,Doberman Pinscher,Spitz,1,Black,Brown,,2,1,3,3,2,1,0,Selangor,ab599a6ac,7,2
Cat,Isabella,3,Domestic Short Hair,,2,Cream,Gray,White,2,1,1,1,1,1,100,Selangor,81a815ef5,1,4
Dog,Shadow 11,7,Belgian Shepherd Laekenois,Belgian Shepherd Laekenois,2,Brown,,,3,2,1,1,2,1,0,Selangor,0f122f712,1,1
Dog,Jack Black,3,Mixed Breed,,1,Black,White,,2,1,1,1,2,1,0,Selangor,58a10d0cd,1,4
Dog,Butter,1,Mixed Breed,,2,Black,Brown,,2,1,1,1,2,1,0,Selangor,3b1976326,6,2
Cat,Little,3,Domestic Short Hair,,2,White,,,1,1,2,2,2,1,0,Pulau Pinang,30ea81bac,3,3
Cat,Chika,3,Domestic Short Hair,,2,Black,Brown,Gray,2,1,2,2,2,1,0,Selangor,35907f15e,3,2
Dog,Sammy,12,Mixed Breed,Golden Retriever,1,Black,,,2,2,3,3,1,1,150,Negeri Sembilan,bfb33b149,3,4
Dog,Lil Milo,2,,Belgian Shepherd Malinois,2,Brown,,,2,1,1,1,2,1,0,Selangor,375905770,3,3
Dog,Oreo,3,Jack Russell Terrier (Parson Russell Terrier),Mixed Breed,2,Black,White,,1,2,3,1,2,1,0,Selangor,19f38a3f0,1,4
Dog,Male Schnauzer For Adoption PJ,25,Schnauzer,,1,Gray,White,,2,3,1,1,2,1,100,Selangor,e2f1f5377,2,1
Cat,Oren,14,Domestic Short Hair,,2,Brown,,,2,1,3,3,3,1,0,Selangor,0c17e1f32,2,1
Dog,Puppy 2,1,Mixed Breed,Mixed Breed,2,Brown,,,2,2,1,1,2,1,0,Selangor,bd9e9d9e2,1,3
Cat,Kitten,1,Domestic Short Hair,,2,Brown,Gray,White,1,1,3,3,2,1,30,Selangor,241dd214b,1,4
Dog,MAYA,10,Labrador Retriever,Golden Retriever,2,Black,White,,2,2,1,1,2,1,0,Selangor,084874570,2,1
Dog,1 Adorable Puppy,1,Mixed Breed,,2,Black,Golden,,2,2,2,2,2,1,0,Kuala Lumpur,3cc84c2f8,5,1
Cat,Gemuk,12,Domestic Medium Hair,,2,Black,White,,2,2,1,1,1,1,150,Selangor,ee5583527,1,1
Dog,Coco,84,Golden Retriever,,1,Brown,Cream,,2,2,1,1,1,2,0,Selangor,9a770c49a,1,4
Cat,Junior,3,Domestic Short Hair,,1,Golden,White,,2,1,2,2,2,1,0,Kuala Lumpur,e07812482,1,1
Dog,Reben,6,Mixed Breed,,2,Black,,,2,2,2,1,2,1,0,Selangor,997db5df5,4,4
Dog,Scooby,8,Mixed Breed,Mixed Breed,1,Brown,,,2,1,1,1,2,1,0,Kuala Lumpur,8705145ca,10,2
Cat,Popette,1,Domestic Short Hair,Tortoiseshell,2,Black,Brown,,2,1,2,1,2,1,0,Selangor,75a11e0f8,3,0
Cat,Tompok,18,Domestic Medium Hair,,2,Cream,White,,2,1,2,2,2,1,0,Kuala Lumpur,219a1308d,3,0
Cat,Mimi,2,Domestic Short Hair,,2,Black,White,,1,1,2,2,2,1,0,Selangor,915173d4d,2,4
Cat,Peppermint,36,Domestic Short Hair,,2,Black,Gray,White,2,2,2,2,1,1,0,Kuala Lumpur,c390140c3,4,4
Dog,Pepsi,2,Mixed Breed,,2,Brown,White,,2,2,3,3,2,1,0,Selangor,81d97fa9f,2,3
Cat,Koko,2,Domestic Short Hair,,1,Brown,,,1,1,2,2,2,1,0,Selangor,6cd1cac68,2,3
Dog,Berry,1,Mixed Breed,,2,Black,Brown,White,3,1,2,2,2,1,50,Kuala Lumpur,fb3bd80d1,9,1
Cat,Jin Bok,18,Domestic Short Hair,,1,Yellow,,,2,1,1,1,1,1,0,Kuala Lumpur,51372ce91,1,4
Dog,Choco Pop,4,Shepherd,Mixed Breed,1,Black,Brown,Golden,3,2,2,1,2,1,0,Selangor,1a1283447,12,2
Dog,Coffee,2,Mixed Breed,,1,Black,Brown,,2,1,2,1,2,1,0,Perak,90592e40c,1,2
Dog,Y4,2,Mixed Breed,Mixed Breed,2,Black,White,,2,2,2,1,2,1,0,Selangor,e7a74fca8,4,3
Dog,FY-M-B1,1,Mixed Breed,,1,Black,Brown,,2,2,2,2,2,1,0,Pulau Pinang,a5595a935,1,3
Dog,Hero,2,Mixed Breed,,1,Black,Brown,,2,1,1,1,2,1,0,Selangor,c7575df7b,4,3
Dog,Lover Boy,8,Mixed Breed,,1,Brown,White,,2,1,2,2,2,1,0,Perak,e81c6347b,1,2
Cat,Baby,3,Tabby,,1,Golden,,,1,1,3,3,3,1,0,Selangor,4d999ee22,1,4
Cat,Timmy,3,Domestic Short Hair,,1,Cream,,,2,1,1,1,2,1,0,Kuala Lumpur,0637293ec,3,1
Cat,LEO,3,Domestic Long Hair,Munchkin,1,Black,,,2,3,1,1,2,1,100,Selangor,7ead795bb,2,2
Cat,No Name,12,Domestic Short Hair,,2,Brown,,,1,1,2,2,2,1,0,Selangor,fcd21f3ec,5,2
Dog,Sonia,72,German Shepherd Dog,,2,Black,Brown,Golden,3,3,1,1,2,1,0,Perak,76d5726c4,4,1
Cat,KaKa,3,Tabby,,2,Black,Brown,White,1,1,1,1,2,1,0,Selangor,86afe98e6,4,4
Dog,Bridgette,2,Mixed Breed,,2,Brown,,,2,2,1,1,2,1,0,Selangor,d38bcdf49,1,3
Dog,Rottie Boy,2,Mixed Breed,,1,Black,Brown,,2,1,3,3,2,1,0,Selangor,85a79f281,1,1
Dog,Bambi,4,Mixed Breed,,2,Brown,White,,2,2,3,1,3,1,0,Selangor,91c2159dd,3,4
Dog,Anfield,3,Mixed Breed,,1,Brown,,,2,1,1,1,1,1,0,Selangor,91d6a2898,2,1
Dog,Bright,4,Mixed Breed,Rottweiler,1,Black,Brown,,2,1,2,2,2,1,0,Kuala Lumpur,cfddf0c47,2,1
Cat,The Dark Soul(é»å¤©ä½¿),3,Domestic Short Hair,,2,Black,,,1,1,3,3,3,1,0,Kuala Lumpur,b102f525b,3,4
Cat,Tom,4,Domestic Short Hair,,1,Black,,,2,1,1,1,1,2,0,Selangor,dc1c9f8d5,5,3
Cat,Simba,12,Tabby,,1,Golden,Cream,White,2,1,2,1,1,1,100,Kuala Lumpur,c96f9d3a8,10,2
Dog,Blackie,36,Terrier,Mixed Breed,1,Black,White,,2,2,1,1,1,1,0,Selangor,072ae6d9e,2,1
Cat,Long Hair Calico Girl,2,Persian,Domestic Long Hair,2,Black,Brown,Cream,2,3,2,1,2,1,100,Selangor,fa94b21d1,5,1
Dog,Lulu,4,Mixed Breed,,2,White,,,2,1,1,1,2,1,0,Selangor,b5df81f99,1,1
Dog,Shorty,5,Corgi,Corgi,1,Black,White,,1,2,1,1,2,1,0,Selangor,2c24655fe,10,1
Cat,DIBA,12,Domestic Medium Hair,Domestic Medium Hair,2,Black,,,2,2,2,1,2,1,0,Kuala Lumpur,c702e00d2,2,3
Cat,Notty,5,Domestic Short Hair,,1,Black,Brown,White,2,1,3,3,3,1,0,Selangor,95d2a0bdf,1,1
Dog,,2,Mixed Breed,,2,Black,Brown,,2,1,2,2,2,1,0,Kuala Lumpur,c8208c3c9,4,1
Dog,Sassy,48,Pit Bull Terrier,Mixed Breed,2,Brown,,,2,1,2,2,2,1,0,Selangor,9a9f6c753,4,4
Dog,June June,5,Mixed Breed,Mixed Breed,2,Brown,,,2,2,1,1,2,1,0,Selangor,92b89a666,3,4
Dog,Puppy,5,Mixed Breed,,2,Brown,,,1,1,3,3,3,1,0,Selangor,17bdf954a,3,4
Cat,Duchess,4,Domestic Short Hair,,2,Brown,White,,1,1,3,1,2,1,0,Kuala Lumpur,2bf834f39,7,2
Dog,"Female Puppy, 3 Months Old",3,Mixed Breed,,2,Brown,,,2,2,2,2,2,1,0,Selangor,da327c74b,5,4
Cat,Smokey,4,Domestic Short Hair,Tabby,1,Black,Gray,,1,1,2,2,2,1,0,Selangor,10a6c97d5,5,2
Cat,Blackie,5,Domestic Medium Hair,,1,Black,,,2,2,3,3,3,1,0,Selangor,f8d831236,1,1
Cat,KFC,3,Domestic Short Hair,,1,Yellow,,,1,1,1,1,2,1,0,Kuala Lumpur,75a4a14ac,6,2
Cat,Batman,2,Domestic Short Hair,,2,Black,White,,2,1,2,2,2,1,0,Kuala Lumpur,df39a5468,4,2
Dog,Lucky,4,Mixed Breed,Mixed Breed,2,Brown,,,2,1,1,1,2,1,0,Selangor,878e36da4,3,3
Dog,Milky,12,Mixed Breed,,2,Brown,Yellow,White,2,1,1,1,1,1,0,Perak,9a2f44ddf,2,2
Cat,Sweetie,4,Oriental Tabby,,2,Brown,Yellow,White,1,1,2,1,2,2,0,Selangor,54e2508de,1,2
Dog,Socks,2,Mixed Breed,,2,Black,Brown,White,2,1,1,1,2,1,0,Johor,d30b90a39,1,4
Dog,Bonnie,2,Shar Pei,Mixed Breed,2,Brown,,,2,1,3,3,2,1,0,Selangor,20559d623,4,3
Dog,Teddy (miniature Schnauzer),3,Schnauzer,,1,Gray,White,,1,2,1,1,2,1,0,Johor,3b0b2a86a,5,1
Cat,Pretty,17,Domestic Short Hair,,2,Black,Brown,Golden,2,1,1,1,2,1,0,Selangor,b28de653f,5,4
Dog,Popo,8,Poodle,,2,Brown,,,1,1,1,1,3,1,0,Selangor,0e6dd5e23,1,0
Cat,Leo,5,Domestic Short Hair,,1,Black,Brown,White,2,2,2,1,2,1,0,Selangor,46dea66ea,1,1
Dog,Kungki Boy,12,Husky,Mixed Breed,1,Black,Brown,White,2,2,1,1,1,1,150,Pulau Pinang,184ea777b,5,3
Dog,Gabby,5,Mixed Breed,,2,Black,,,2,1,1,1,1,1,100,Johor,86547ad6d,5,4
Dog,Gina,2,Mixed Breed,,2,Black,,,2,1,2,1,2,1,0,Kuala Lumpur,ead547f1b,3,3
Dog,âª GIRLGIRL âª,24,Mixed Breed,Poodle,2,Black,,,1,1,3,1,3,2,0,Johor,703f38466,1,2
Dog,Bernie,5,Mixed Breed,,1,Black,Brown,Golden,2,1,1,1,2,1,0,Selangor,60b188249,4,1
Dog,,2,Mixed Breed,,1,Black,,,2,2,3,3,3,1,0,Melaka,3c5e8cc5d,1,4
Dog,Z4,2,Mixed Breed,Mixed Breed,2,Brown,White,,2,2,1,1,2,1,0,Selangor,9f533475e,5,1
Dog,*Cola*,36,Schnauzer,,2,Gray,White,,2,2,1,1,2,1,0,Selangor,0636650db,1,1
Dog,,24,Mixed Breed,Mixed Breed,2,Yellow,,,3,3,2,2,2,1,0,Kuala Lumpur,d8128cefd,2,4
Cat,Tommy,9,Domestic Long Hair,,1,Black,White,,2,3,2,1,2,2,0,Kuala Lumpur,6b3614a92,2,4
Dog,Lily,3,Mixed Breed,,2,Brown,,,2,2,1,1,1,1,0,Kuala Lumpur,fcf377cce,12,4
Cat,Lovely,10,Domestic Short Hair,,2,Black,Brown,Yellow,1,1,1,1,1,1,0,Selangor,fb9a96204,23,3
Dog,Poodle,12,Poodle,,1,Gray,,,2,1,1,1,1,1,0,Selangor,d4b028ea8,7,2
Dog,BERRY,48,Jack Russell Terrier,,2,Cream,,,1,1,1,1,1,1,0,Kuala Lumpur,7f8f45a35,1,2
Cat,Tu Ah,24,Persian,,1,Black,Brown,White,2,3,1,1,2,1,0,Selangor,dd7ad37e7,1,1
Dog,Babie,76,Beagle,,2,Black,Brown,White,2,2,1,1,2,1,0,Selangor,c92256e41,2,2
Cat,Percuma,2,Domestic Short Hair,,2,Black,Gray,White,1,2,3,3,3,1,0,Selangor,caa9a4f53,1,3
Cat,Catty,30,American Shorthair,,2,Gray,White,,2,2,2,2,2,1,0,Kuala Lumpur,4ef431298,1,1
Dog,FY-F-B4,1,Mixed Breed,,2,Black,,,2,2,2,2,2,1,0,Pulau Pinang,6c3a05812,1,3
Dog,,48,Mixed Breed,,2,Golden,,,2,3,1,1,1,1,0,Selangor,5d1fa8ddf,1,2
Dog,Koji,12,Mixed Breed,,2,White,,,2,3,1,1,1,1,0,Kuala Lumpur,1171c9a41,2,4
Cat,,1,Domestic Short Hair,,1,Black,White,,2,1,2,1,2,1,0,Kuala Lumpur,67dbd5ed9,2,1
Cat,Bubble,18,Domestic Short Hair,,1,Golden,White,,1,1,1,1,3,1,0,Kuala Lumpur,cc25fb529,7,2
Dog,,1,Mixed Breed,,1,Black,Brown,White,2,1,2,2,2,1,0,Selangor,3db150833,1,3
Dog,,2,Mixed Breed,,2,Black,Brown,White,2,1,2,1,2,1,0,Selangor,2e1d4e279,1,4
Cat,Ah Mao,132,Domestic Short Hair,,2,Black,Brown,,2,1,1,1,1,1,0,Selangor,f4f349714,1,3
Dog,Bonnie,84,Miniature Pinscher,Terrier,1,Brown,Golden,,1,1,3,3,3,1,0,Kuala Lumpur,c3cafb38c,1,4
Dog,K-12 Auntie Moca,48,Mixed Breed,,2,Brown,,,2,2,3,3,3,1,0,Kuala Lumpur,a6e902691,3,4
Cat,Tuah,12,Domestic Long Hair,Domestic Long Hair,1,Golden,,,2,3,1,3,3,1,0,Selangor,a6423eca8,5,1
Dog,B33,2,Mixed Breed,Mixed Breed,1,Black,Brown,White,2,2,1,1,2,1,0,Selangor,2cea63a41,5,1
Cat,Sugarbun Kitten  @Damansara!!,3,Domestic Medium Hair,,1,White,,,2,2,3,3,3,1,0,Selangor,6c48c9154,1,1
Dog,Zoey -,60,Terrier,,2,Brown,White,,1,2,1,1,3,1,0,Selangor,9a3c966a9,4,2
Cat,Misty,2,Siamese,Domestic Medium Hair,2,Brown,Cream,,2,2,2,2,2,1,0,Kuala Lumpur,7fc640ad8,5,2
Cat,Anak Kucing Terbiar 02,1,Domestic Short Hair,,2,Brown,White,,1,1,2,2,2,1,0,Selangor,05252b175,4,4
Dog,George,7,Mixed Breed,,1,Black,,,2,1,1,1,2,1,0,Selangor,27104e464,1,4
Dog,Rambo,3,Mixed Breed,Mixed Breed,1,Brown,,,2,1,2,2,2,1,0,Selangor,da8a47785,3,1
Cat,Tiny,6,Manx,,2,Brown,White,,1,1,2,2,2,3,0,Kuala Lumpur,1aa3952c1,4,4
Cat,:+: 2 Months Female Kitty For Adoption :,2,Domestic Short Hair,,2,Black,Gray,White,1,1,2,2,2,1,0,Kuala Lumpur,8bac2d757,3,1
Dog,BLUE / POPO,3,Mixed Breed,,2,Brown,Cream,,2,1,1,1,2,1,0,Selangor,1ba11aaaa,3,2
Dog,Pixie,2,Mixed Breed,,2,Golden,,,2,1,3,1,2,1,0,Kuala Lumpur,e5164d828,2,3
Dog,Sheenie,4,Labrador Retriever,Mixed Breed,2,Black,Cream,,2,2,1,1,2,1,0,Selangor,fff24fcb5,2,1
Dog,Blessing,24,Mixed Breed,,2,Brown,,,2,1,1,1,1,1,500,Selangor,1195168b6,6,3
Cat,Tortie,2,Domestic Medium Hair,,2,Black,Brown,Yellow,2,2,2,1,2,2,0,Selangor,9f7bf4f71,2,2
Dog,,24,Mixed Breed,,2,Brown,,,3,2,3,3,3,1,0,Pulau Pinang,accca912b,3,4
Cat,,3,Persian,Siamese,1,Brown,White,,1,2,2,2,2,1,200,Kuala Lumpur,c2558c319,1,1
Dog,Baby Rosemary,1,Mixed Breed,Mixed Breed,2,Black,Brown,White,2,1,2,2,2,1,0,Selangor,12d514ef2,8,2
Cat,Brave,2,Domestic Short Hair,,1,Golden,White,,2,1,2,2,2,1,200,Selangor,3e2cc2690,5,2
Dog,K-24 Captain Kips,12,Mixed Breed,Miniature Pinscher,1,Golden,,,1,1,1,1,1,1,0,Kuala Lumpur,17e6747da,5,4
Cat,Chi Chi,3,Domestic Short Hair,,1,Black,Gray,,2,1,2,1,2,1,0,Selangor,1f7d6b89e,2,3
Dog,Max,72,Miniature Pinscher,,1,Brown,,,1,1,1,1,2,2,0,Selangor,6f93a41c5,4,4
Cat,Willy,2,Domestic Short Hair,,1,Gray,White,,1,1,3,3,3,1,0,Selangor,23d2b8824,3,1
Dog,Mylo,1,Mixed Breed,,1,Black,Brown,White,2,1,1,1,2,1,100,Perak,dc56ff89a,2,1
Dog,BRUNO,36,Boxer,Mixed Breed,1,Black,Brown,White,3,1,1,1,1,1,0,Selangor,23379775f,10,3
Dog,Rusty,3,Mixed Breed,,2,Brown,,,2,1,3,3,2,1,0,Selangor,fca85f778,2,3
Cat,Whiskers,11,Domestic Short Hair,,1,Cream,,,2,1,1,1,1,1,100,Selangor,8885f346b,6,4
Dog,Raju,3,Mixed Breed,,1,Black,,,1,2,3,3,3,1,0,Kuala Lumpur,87f4ea65f,2,4
Cat,Chester(Retired Male Bengal),60,Bengal,,1,Black,Brown,Golden,3,1,1,1,1,1,200,Selangor,bebab9790,2,1
Cat,Chiko,1,Domestic Medium Hair,,2,Black,White,,1,2,2,1,2,1,0,Pahang,f17d4ab32,10,4
Cat,Pets + Strays: Blue Eyed Beauty Etc,6,Domestic Short Hair,,2,Golden,Yellow,White,3,1,1,1,2,1,0,Kuala Lumpur,489d05a55,3,3
Cat,Browny,3,Tabby,,1,Brown,,,2,1,3,3,3,1,0,Johor,51d8da535,3,2
Dog,Phoebe,2,Mixed Breed,,1,Brown,Golden,Cream,2,2,2,1,3,1,0,Melaka,bb4c6519d,1,4
Cat,Chocolate,2,Bengal,Domestic Medium Hair,1,Golden,White,,1,1,2,2,2,1,0,Kuala Lumpur,9fceca5de,3,1
Cat,Cik B,5,Domestic Short Hair,,2,Black,Brown,Gray,2,1,2,2,2,1,0,Kuala Lumpur,700a93465,1,2
Dog,Flea,24,Dachshund,Welsh Corgi,1,Black,Brown,Cream,2,2,1,1,1,1,200,Selangor,d95eabfe9,2,2
Cat,Samson,3,Domestic Short Hair,,1,Black,,,2,1,2,2,2,1,0,Kuala Lumpur,439f040ed,3,4
Cat,Stripe,4,Domestic Short Hair,Domestic Medium Hair,1,Black,Cream,,2,2,1,1,2,1,0,Pulau Pinang,022d2d16e,3,3
Cat,Cheese,2,Domestic Medium Hair,Oriental Short Hair,2,Golden,White,,2,2,2,1,2,1,50,Pulau Pinang,a5b5eccb6,2,1
Dog,Puppy!!,2,Mixed Breed,,2,Black,Brown,White,2,1,2,2,3,1,0,Selangor,0b8614414,3,1
Cat,Grey,6,Domestic Medium Hair,,1,Gray,,,1,2,2,1,2,1,0,Selangor,6e3457b81,4,3
Dog,Rachel,2,Mixed Breed,,2,Brown,,,2,2,1,1,2,1,0,Selangor,f98750599,1,2
Cat,Cobey,12,Tabby,,1,Golden,,,3,1,1,1,1,1,50,Kuala Lumpur,2f346ac72,4,4
Dog,Johnny,11,Mixed Breed,,1,Cream,,,2,1,1,1,1,1,0,Selangor,fc9b4b692,2,4
Dog,Lady Amber,36,Terrier,Mixed Breed,2,Brown,White,,2,2,2,1,1,1,0,Selangor,487abc5e1,7,4
Cat,Blancharte,12,Domestic Short Hair,,2,Gray,White,,2,1,3,3,1,1,0,Selangor,06f523361,5,1
Cat,Disney,8,Siamese,Tabby,2,Brown,Gray,,1,1,3,3,3,1,0,Kuala Lumpur,ed5f14fda,2,4
