programa,orden_preferencia,jornada,nota_formacion_previa,nota_admision,moroso,arancel_al_dia,beca,edad_ingreso,desempleo,inflacion,crecimiento_pib,asignaturas_convalidadas,asignaturas_inscritas,evaluaciones_realizadas,asignaturas_aprobadas,promedio_notas,asignaturas_sin_evaluacion,resultado
Administración,1,diurna,133.0,147.0,0,1,1,18,9.4,-0.8,-3.12,0,5,7,4,13.0,0,graduado
Educación básica,4,diurna,134.0,122.5,0,1,1,19,10.8,1.4,1.74,0,6,6,6,13.333333333333334,0,graduado
Turismo,3,diurna,115.0,117.5,0,1,0,18,9.4,-0.8,-3.12,0,6,9,4,11.25,0,abandono
Enfermería,1,diurna,127.0,150.0,0,1,1,19,11.1,0.6,2.02,0,7,9,5,13.85,0,graduado
Enfermería,1,diurna,135.0,127.5,0,1,1,19,16.2,0.3,-0.92,0,7,8,6,13.741666666666667,0,graduado
Administración,1,vespertina,140.0,140.0,0,1,0,33,11.1,0.6,2.02,2,6,7,6,15.333333333333334,0,graduado
Administración,1,diurna,130.0,130.0,0,1,0,45,12.4,0.5,1.79,0,5,6,5,11.0,0,graduado
Servicio social,1,diurna,135.0,133.3,0,1,1,20,11.1,0.6,2.02,0,6,6,6,12.0,0,graduado
Gestión de publicidad y marketing,2,diurna,140.0,97.0,0,1,0,28,7.6,2.6,0.32,0,5,5,0,0.0,0,abandono
Enfermería,1,diurna,120.0,112.0,0,1,1,19,12.7,3.7,-1.7,0,8,15,7,11.571428571428571,0,graduado
Turismo,2,diurna,140.0,123.6,0,1,0,18,12.7,3.7,-1.7,0,6,10,6,12.857142857142858,0,graduado
Turismo,1,diurna,133.1,130.5,0,1,0,38,15.5,2.8,-4.06,0,6,0,0,0.0,0,abandono
Gestión de publicidad y marketing,2,diurna,135.0,133.3,0,1,0,19,9.4,-0.8,-3.12,0,5,5,5,13.0,0,graduado
Turismo,1,diurna,123.0,132.1,0,1,1,21,15.5,2.8,-4.06,0,6,9,5,11.0,0,graduado
Administración,1,diurna,133.1,100.0,0,1,0,21,16.2,0.3,-0.92,0,5,12,3,12.0,0,abandono
Servicio social,1,diurna,154.0,140.4,0,1,1,22,10.8,1.4,1.74,0,6,6,5,12.6,0,graduado
Educación básica,1,diurna,148.0,141.7,0,1,1,18,9.4,-0.8,-3.12,0,6,8,5,13.4,0,graduado
Servicio social,2,diurna,133.0,119.7,0,1,1,18,15.5,2.8,-4.06,0,6,9,6,11.333333333333334,0,graduado
Equinocultura,1,diurna,126.0,122.5,0,0,0,25,9.4,-0.8,-3.12,0,5,14,4,13.5,2,abandono
Enfermería veterinaria,1,diurna,133.1,140.0,1,0,0,24,16.2,0.3,-0.92,2,6,11,3,11.75,0,abandono
Enfermería,3,diurna,125.0,119.4,0,1,0,19,12.4,0.5,1.79,0,7,10,6,12.471428571428572,0,continua_matriculado
Diseño de animación y multimedia,1,diurna,145.0,155.0,0,1,0,24,12.4,0.5,1.79,11,17,19,11,12.909090909090908,0,continua_matriculado
Administración,2,diurna,118.0,119.1,0,1,1,20,12.4,0.5,1.79,0,5,5,5,11.6,0,graduado
Administración,1,diurna,120.0,122.7,0,0,0,25,10.8,1.4,1.74,0,5,5,0,0.0,0,abandono
Administración,1,diurna,127.0,117.9,0,1,1,20,8.9,1.4,3.51,5,10,13,9,12.9,0,graduado
Enfermería,1,diurna,130.0,130.0,0,1,0,23,9.4,-0.8,-3.12,0,8,8,8,13.22,0,graduado
Enfermería,3,diurna,129.0,120.0,0,1,1,19,10.8,1.4,1.74,0,8,8,7,13.151428571428571,0,graduado
Agronomía,1,diurna,130.0,130.0,1,0,0,29,13.9,-0.3,0.79,0,6,13,3,12.75,0,abandono
Turismo,3,diurna,121.0,116.8,0,1,0,21,11.1,0.6,2.02,0,6,8,6,11.333333333333334,0,graduado
Gestión de publicidad y marketing,1,diurna,136.0,123.4,0,1,1,18,11.1,0.6,2.02,0,6,10,6,13.25,0,graduado
Diseño de comunicación,3,diurna,125.0,125.4,0,1,0,19,9.4,-0.8,-3.12,0,6,7,5,12.4,0,continua_matriculado
Periodismo y comunicación,3,diurna,131.0,127.2,0,1,1,18,8.9,1.4,3.51,0,6,6,6,15.0,0,abandono
Enfermería veterinaria,1,diurna,122.0,103.4,0,1,0,19,7.6,2.6,0.32,0,5,6,5,14.4,0,graduado
Periodismo y comunicación,1,diurna,127.0,123.2,0,1,0,18,9.4,-0.8,-3.12,0,6,12,1,11.0,0,continua_matriculado
Administración,1,diurna,136.0,124.1,0,1,0,18,8.9,1.4,3.51,0,5,8,5,12.4,0,graduado
Higiene oral,1,diurna,133.1,99.5,1,0,1,37,8.9,1.4,3.51,0,7,13,1,16.0,0,abandono
Administración,1,vespertina,127.0,124.9,0,1,0,29,16.2,0.3,-0.92,0,5,10,5,13.571428571428571,0,graduado
Diseño de comunicación,3,diurna,116.0,110.8,0,1,0,18,7.6,2.6,0.32,0,6,6,6,11.833333333333334,0,continua_matriculado
Servicio social,1,diurna,121.0,118.9,0,1,1,19,12.4,0.5,1.79,0,6,8,5,11.666666666666666,0,graduado
Servicio social,1,diurna,124.0,118.8,1,0,0,22,16.2,0.3,-0.92,6,10,16,6,11.833333333333334,0,abandono
Turismo,1,diurna,131.0,137.0,0,1,1,20,15.5,2.8,-4.06,0,6,8,6,11.166666666666666,0,graduado
Servicio social,1,vespertina,100.0,100.0,0,1,0,34,12.7,3.7,-1.7,0,6,0,0,0.0,0,abandono
Ingeniería informática,1,diurna,130.0,120.0,1,0,0,30,7.6,2.6,0.32,8,12,17,8,11.75,0,abandono
Servicio social,1,diurna,135.0,122.8,0,1,0,18,10.8,1.4,1.74,0,6,7,6,14.0,0,graduado
Servicio social,1,diurna,130.0,121.6,0,1,0,18,12.4,0.5,1.79,0,6,6,6,12.833333333333334,0,graduado
Periodismo y comunicación,2,diurna,146.0,149.2,0,1,0,18,9.4,-0.8,-3.12,0,6,11,4,12.25,0,graduado
Enfermería,4,diurna,146.0,140.0,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,14.828571428571427,0,graduado
Periodismo y comunicación,2,diurna,154.0,133.4,0,1,1,19,12.7,3.7,-1.7,0,6,7,5,11.4,0,graduado
Diseño de comunicación,1,diurna,137.0,126.2,0,1,1,19,10.8,1.4,1.74,0,6,6,6,13.0,0,graduado
Enfermería,5,diurna,151.0,127.8,0,1,1,18,12.7,3.7,-1.7,0,8,8,7,13.671428571428573,0,graduado
Agronomía,1,diurna,150.0,150.0,0,1,1,21,13.9,-0.3,0.79,0,6,9,6,12.666666666666666,0,graduado
Administración,2,diurna,121.0,113.7,0,0,0,20,7.6,2.6,0.32,0,5,10,2,10.0,0,abandono
Administración,1,diurna,122.0,117.8,0,1,0,20,13.9,-0.3,0.79,0,5,10,5,13.5,0,graduado
Enfermería,1,diurna,143.0,136.7,0,1,0,19,11.1,0.6,2.02,2,7,8,7,12.67,0,graduado
Servicio social,1,diurna,152.0,144.7,0,1,0,20,16.2,0.3,-0.92,0,6,8,6,14.5,0,graduado
Enfermería,3,diurna,145.0,139.8,0,1,0,18,13.9,-0.3,0.79,0,7,7,7,13.685714285714283,0,graduado
Educación básica,1,diurna,120.0,113.7,0,1,0,20,12.7,3.7,-1.7,0,6,8,5,11.0,0,abandono
Equinocultura,1,diurna,140.0,140.0,1,0,0,29,7.6,2.6,0.32,7,9,16,7,11.555555555555555,4,abandono
Enfermería,1,diurna,143.0,142.3,0,1,1,18,12.4,0.5,1.79,0,7,7,7,13.79714285714286,0,continua_matriculado
Enfermería,1,diurna,129.0,119.6,0,1,1,20,15.5,2.8,-4.06,0,7,8,7,14.00375,0,graduado
Administración,2,diurna,139.0,123.7,0,1,1,22,16.2,0.3,-0.92,0,5,8,4,12.0,0,graduado
Servicio social,1,vespertina,133.1,143.0,0,1,1,47,16.2,0.3,-0.92,0,6,9,5,14.166666666666666,0,graduado
Administración,1,vespertina,127.0,100.1,0,1,0,31,8.9,1.4,3.51,1,5,5,5,14.0,0,graduado
Diseño de comunicación,1,diurna,126.0,119.4,0,1,1,21,16.2,0.3,-0.92,0,6,7,5,13.8,0,graduado
Servicio social,1,vespertina,128.0,122.1,0,1,0,21,7.6,2.6,0.32,0,6,8,5,12.8,0,graduado
Periodismo y comunicación,1,diurna,100.0,100.0,0,1,0,24,7.6,2.6,0.32,0,6,6,6,12.166666666666666,0,graduado
Diseño de comunicación,1,diurna,123.0,113.9,0,1,0,18,15.5,2.8,-4.06,0,6,8,6,12.5,0,continua_matriculado
Servicio social,1,vespertina,170.0,101.0,0,1,0,32,7.6,2.6,0.32,0,6,9,4,12.0,0,graduado
Servicio social,2,vespertina,117.0,111.8,0,1,1,19,10.8,1.4,1.74,0,6,8,6,10.833333333333334,0,graduado
Enfermería,1,diurna,140.0,140.0,0,1,0,24,9.4,-0.8,-3.12,0,8,8,8,13.385,0,graduado
Enfermería veterinaria,4,diurna,123.0,124.4,0,1,0,19,15.5,2.8,-4.06,0,6,14,6,15.666666666666666,0,graduado
Agronomía,1,diurna,150.0,150.0,1,1,1,19,13.9,-0.3,0.79,0,6,9,6,14.333333333333334,0,graduado
Agronomía,1,diurna,140.0,140.0,0,1,0,24,12.4,0.5,1.79,0,6,10,6,11.428571428571429,0,continua_matriculado
Servicio social,4,diurna,123.0,116.0,0,1,1,18,8.9,1.4,3.51,0,6,9,6,11.666666666666666,0,graduado
Diseño de comunicación,1,diurna,130.0,135.6,0,1,1,19,8.9,1.4,3.51,0,6,9,5,12.0,0,abandono
Enfermería,1,diurna,137.0,121.0,0,1,1,19,10.8,1.4,1.74,0,8,8,7,14.725714285714288,0,graduado
Periodismo y comunicación,2,diurna,126.0,118.7,0,1,1,18,12.4,0.5,1.79,0,6,6,6,14.166666666666666,0,graduado
Servicio social,1,diurna,125.0,125.7,0,1,0,18,12.4,0.5,1.79,0,6,10,6,11.571428571428571,0,graduado
Higiene oral,4,diurna,112.0,107.1,0,1,0,20,12.4,0.5,1.79,0,7,7,7,12.5,0,graduado
Enfermería,1,diurna,141.0,125.5,0,1,0,18,9.4,-0.8,-3.12,0,8,10,8,12.86,2,graduado
Gestión de publicidad y marketing,4,diurna,135.0,127.0,0,1,0,18,11.1,0.6,2.02,0,6,10,6,12.25,0,graduado
Enfermería veterinaria,2,diurna,117.0,113.5,0,1,1,21,10.8,1.4,1.74,0,5,7,4,12.0,0,graduado
Enfermería,1,diurna,160.0,154.4,0,1,1,18,15.5,2.8,-4.06,0,7,9,7,15.116666666666667,0,graduado
Gestión de publicidad y marketing,1,diurna,136.0,122.0,1,0,0,18,9.4,-0.8,-3.12,0,5,6,2,12.5,0,abandono
Servicio social,2,diurna,143.0,128.0,0,1,0,19,9.4,-0.8,-3.12,0,6,11,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,119.0,115.5,0,1,0,19,10.8,1.4,1.74,0,6,8,4,11.0,0,continua_matriculado
Gestión de publicidad y marketing,4,diurna,120.0,117.2,0,1,0,18,11.1,0.6,2.02,0,6,8,6,11.875,0,graduado
Equinocultura,1,diurna,150.0,150.0,0,1,0,34,12.7,3.7,-1.7,1,5,6,1,11.0,0,abandono
Enfermería veterinaria,3,diurna,142.0,155.3,0,1,0,19,7.6,2.6,0.32,0,5,5,5,15.2,0,graduado
Equinocultura,1,diurna,120.0,120.0,1,0,0,19,12.4,0.5,1.79,2,6,7,5,11.6,0,abandono
Servicio social,1,diurna,160.0,116.1,1,1,0,26,11.1,0.6,2.02,0,6,6,6,14.833333333333334,0,graduado
Educación básica,1,diurna,133.1,118.9,0,1,0,21,7.6,2.6,0.32,0,6,12,3,11.333333333333334,0,abandono
Administración,2,diurna,142.0,127.3,0,1,1,18,11.1,0.6,2.02,0,5,5,5,11.2,0,graduado
Educación básica,4,diurna,121.0,113.7,0,1,1,20,9.4,-0.8,-3.12,0,6,8,5,13.4,0,graduado
Administración,1,diurna,135.0,118.5,0,1,0,25,11.1,0.6,2.02,0,5,12,2,10.5,0,abandono
Administración,1,diurna,153.0,146.7,0,1,0,18,11.1,0.6,2.02,0,5,5,5,16.2,0,graduado
Enfermería,1,diurna,140.0,124.3,0,1,1,18,16.2,0.3,-0.92,0,7,7,7,14.542857142857144,0,graduado
Enfermería,1,diurna,152.0,137.8,0,1,0,19,11.1,0.6,2.02,0,7,7,7,13.694285714285714,0,graduado
Servicio social,1,diurna,120.0,130.2,0,1,1,18,12.4,0.5,1.79,0,6,8,6,11.285714285714286,0,graduado
Enfermería,1,diurna,160.0,147.8,0,1,0,20,15.5,2.8,-4.06,0,7,11,6,11.757142857142856,0,continua_matriculado
Enfermería veterinaria,1,diurna,150.0,150.0,1,0,0,26,8.9,1.4,3.51,0,3,3,0,0.0,0,abandono
Enfermería,1,diurna,100.0,100.0,0,1,1,19,10.8,1.4,1.74,0,8,8,7,13.058571428571428,0,graduado
Enfermería,1,diurna,150.0,155.6,0,1,0,19,16.2,0.3,-0.92,0,7,7,7,14.3,0,graduado
Administración,4,diurna,124.0,117.4,0,1,0,19,7.6,2.6,0.32,3,10,15,5,11.8,0,graduado
Enfermería veterinaria,3,diurna,141.0,128.8,0,1,0,19,7.6,2.6,0.32,0,5,9,3,10.333333333333334,1,continua_matriculado
Turismo,1,diurna,121.0,117.5,0,1,0,18,16.2,0.3,-0.92,0,6,7,6,10.571428571428571,0,graduado
Enfermería,1,diurna,134.0,120.4,0,1,0,19,7.6,2.6,0.32,0,7,7,6,13.333333333333334,0,graduado
Servicio social,1,diurna,134.0,130.9,1,1,0,18,13.9,-0.3,0.79,0,6,10,6,11.857142857142858,0,graduado
Educación básica,1,diurna,132.0,125.0,0,1,0,18,9.4,-0.8,-3.12,0,6,9,5,12.6,0,continua_matriculado
Enfermería veterinaria,1,diurna,135.0,136.8,0,1,0,18,9.4,-0.8,-3.12,0,5,11,5,14.0,3,continua_matriculado
Educación básica,1,diurna,123.0,121.6,0,1,0,18,11.1,0.6,2.02,0,7,12,5,12.0,0,continua_matriculado
Ingeniería informática,1,diurna,151.0,151.0,1,1,0,26,16.2,0.3,-0.92,0,5,6,0,0.0,0,abandono
Servicio social,1,diurna,107.0,103.5,0,1,0,20,12.4,0.5,1.79,0,6,7,6,12.0,0,graduado
Servicio social,1,vespertina,126.0,119.4,0,1,0,19,12.7,3.7,-1.7,0,6,6,6,12.666666666666666,0,graduado
Servicio social,1,diurna,133.0,134.4,0,1,1,18,9.4,-0.8,-3.12,0,6,6,6,12.166666666666666,0,graduado
Servicio social,1,diurna,140.0,143.0,0,1,0,19,13.9,-0.3,0.79,3,6,6,6,13.333333333333334,0,graduado
Educación básica,1,diurna,110.0,110.0,1,1,0,40,12.4,0.5,1.79,0,7,8,7,15.0,0,graduado
Enfermería,4,diurna,141.0,132.5,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,13.39125,0,graduado
Servicio social,1,diurna,122.0,114.7,0,1,0,19,13.9,-0.3,0.79,0,6,9,5,12.166666666666666,0,graduado
Equinocultura,1,diurna,156.0,166.9,0,1,0,18,7.6,2.6,0.32,0,5,9,4,11.25,0,graduado
Enfermería veterinaria,1,diurna,129.0,125.9,0,1,0,19,9.4,-0.8,-3.12,0,5,13,4,12.0,2,continua_matriculado
Diseño de animación y multimedia,1,diurna,188.0,178.3,0,1,0,18,15.5,2.8,-4.06,0,0,0,0,0.0,0,abandono
Servicio social,1,vespertina,120.0,117.0,0,1,0,33,12.4,0.5,1.79,0,6,7,6,12.833333333333334,0,graduado
Agronomía,1,diurna,130.0,150.0,0,1,0,35,16.2,0.3,-0.92,0,6,10,6,14.0,0,graduado
Administración,1,diurna,130.0,130.0,0,1,0,26,9.4,-0.8,-3.12,3,5,5,4,13.0,0,continua_matriculado
Periodismo y comunicación,1,diurna,140.0,135.1,0,1,0,18,9.4,-0.8,-3.12,0,6,7,6,13.5,0,graduado
Servicio social,1,diurna,110.0,110.0,0,1,0,36,15.5,2.8,-4.06,10,16,24,13,10.692307692307692,1,continua_matriculado
Administración,1,vespertina,133.1,136.2,0,1,0,39,10.8,1.4,1.74,0,5,6,5,11.0,0,graduado
Servicio social,1,diurna,120.0,116.0,0,1,0,44,12.7,3.7,-1.7,0,6,8,6,13.0,0,graduado
Servicio social,2,vespertina,96.0,100.0,0,1,0,20,9.4,-0.8,-3.12,0,6,10,5,12.0,0,continua_matriculado
Turismo,1,diurna,117.0,116.3,0,1,0,24,12.7,3.7,-1.7,0,6,9,4,12.6,0,abandono
Periodismo y comunicación,1,diurna,123.0,134.0,0,1,1,20,12.4,0.5,1.79,0,6,6,6,13.666666666666666,0,graduado
Diseño de animación y multimedia,4,diurna,127.0,124.2,0,0,0,19,9.4,-0.8,-3.12,0,0,0,0,0.0,0,abandono
Enfermería,1,diurna,151.0,134.5,1,1,1,18,7.6,2.6,0.32,0,7,7,6,14.2,0,graduado
Turismo,1,diurna,127.0,120.7,1,0,0,22,10.8,1.4,1.74,0,6,10,5,11.0,0,abandono
Enfermería veterinaria,1,diurna,133.0,127.1,0,1,0,18,11.1,0.6,2.02,0,6,7,6,15.0,0,graduado
Enfermería,1,diurna,133.1,133.0,0,1,0,24,13.9,-0.3,0.79,0,7,9,6,12.585714285714284,0,graduado
Administración,1,vespertina,133.1,128.2,0,1,0,33,12.7,3.7,-1.7,0,5,0,0,0.0,0,abandono
Agronomía,1,diurna,133.1,130.0,1,1,1,30,11.1,0.6,2.02,0,6,6,0,0.0,0,continua_matriculado
Enfermería veterinaria,1,diurna,160.0,172.0,0,1,0,26,8.9,1.4,3.51,0,6,0,0,0.0,0,abandono
Educación básica,4,diurna,140.0,128.5,0,1,0,18,10.8,1.4,1.74,0,6,7,6,11.666666666666666,0,graduado
Periodismo y comunicación,1,diurna,146.0,128.5,1,1,0,19,10.8,1.4,1.74,0,6,13,3,12.666666666666666,0,abandono
Administración,4,diurna,112.0,112.0,0,1,0,20,16.2,0.3,-0.92,0,5,10,3,10.333333333333334,0,continua_matriculado
Enfermería veterinaria,1,diurna,140.0,142.5,0,1,1,22,8.9,1.4,3.51,7,11,18,8,13.5,0,graduado
Enfermería,4,diurna,136.0,133.0,0,1,0,19,7.6,2.6,0.32,0,7,8,5,13.98,0,continua_matriculado
Enfermería veterinaria,1,diurna,133.1,106.0,0,1,1,21,15.5,2.8,-4.06,0,6,13,6,16.153846153846153,0,graduado
Enfermería,4,diurna,136.0,125.5,0,1,1,21,7.6,2.6,0.32,0,7,7,6,14.033333333333331,0,graduado
Enfermería veterinaria,1,diurna,134.0,131.2,0,1,0,19,7.6,2.6,0.32,0,5,8,1,11.0,0,continua_matriculado
Educación básica,1,diurna,122.0,112.9,0,1,1,19,8.9,1.4,3.51,0,7,8,7,13.857142857142858,0,graduado
Enfermería,6,diurna,138.0,124.8,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,13.414285714285716,0,abandono
Servicio social,1,vespertina,160.0,140.9,0,1,0,50,16.2,0.3,-0.92,7,11,11,11,13.545454545454543,0,graduado
Administración,1,vespertina,130.0,148.0,0,1,1,31,13.9,-0.3,0.79,0,5,11,4,11.25,0,continua_matriculado
Periodismo y comunicación,1,diurna,161.0,148.4,0,1,1,19,15.5,2.8,-4.06,0,6,6,6,13.833333333333334,0,graduado
Administración,1,vespertina,140.0,129.7,0,1,0,35,13.9,-0.3,0.79,0,5,8,5,12.0,0,graduado
Enfermería veterinaria,1,diurna,133.1,128.2,0,1,0,31,12.7,3.7,-1.7,0,6,0,0,0.0,0,abandono
Servicio social,1,vespertina,133.1,104.0,1,1,0,42,11.1,0.6,2.02,5,11,14,10,11.9,0,continua_matriculado
Administración,4,diurna,130.0,119.9,0,0,0,34,9.4,-0.8,-3.12,0,5,5,0,0.0,0,abandono
Enfermería,1,diurna,152.0,141.0,0,1,1,18,12.4,0.5,1.79,0,7,7,7,15.135714285714286,0,graduado
Educación básica,1,diurna,125.0,116.6,0,0,1,18,8.9,1.4,3.51,0,7,7,7,12.285714285714286,0,continua_matriculado
Enfermería veterinaria,1,diurna,140.0,140.0,0,1,0,21,16.2,0.3,-0.92,2,6,16,5,12.666666666666666,0,continua_matriculado
Enfermería,1,diurna,133.1,140.0,0,1,1,26,16.2,0.3,-0.92,0,7,13,5,12.74,0,abandono
Enfermería,1,diurna,170.0,100.0,0,1,0,20,13.9,-0.3,0.79,0,7,8,6,13.25,0,continua_matriculado
Servicio social,1,diurna,135.0,121.0,0,1,0,19,7.6,2.6,0.32,0,6,13,3,10.333333333333334,0,continua_matriculado
Educación básica,1,diurna,125.0,117.0,0,1,1,19,15.5,2.8,-4.06,0,6,7,6,13.428571428571429,0,graduado
Administración,1,diurna,140.0,140.2,0,1,0,20,8.9,1.4,3.51,6,11,19,9,12.555555555555555,0,graduado
Servicio social,1,diurna,124.0,129.3,0,1,0,19,7.6,2.6,0.32,0,6,8,6,11.5,0,graduado
Educación básica,1,diurna,140.0,145.3,0,1,0,18,7.6,2.6,0.32,0,6,6,6,13.666666666666666,0,graduado
Administración,1,vespertina,130.0,146.2,0,1,0,28,10.8,1.4,1.74,10,14,16,11,11.272727272727272,0,graduado
Educación básica,1,diurna,134.0,122.5,0,1,0,22,15.5,2.8,-4.06,0,6,10,5,13.166666666666666,0,continua_matriculado
Servicio social,1,vespertina,160.0,156.1,0,1,1,21,13.9,-0.3,0.79,3,6,6,6,14.666666666666666,0,graduado
Enfermería veterinaria,1,diurna,140.0,140.0,0,1,0,21,12.4,0.5,1.79,0,6,11,4,12.75,0,continua_matriculado
Enfermería,1,diurna,150.0,140.0,0,1,0,26,16.2,0.3,-0.92,0,7,11,5,11.2,0,continua_matriculado
Periodismo y comunicación,6,diurna,141.0,128.4,1,0,0,18,7.6,2.6,0.32,0,6,8,5,13.0,0,abandono
Enfermería veterinaria,2,diurna,120.0,115.0,0,0,0,20,7.6,2.6,0.32,0,5,8,2,10.5,0,abandono
Enfermería veterinaria,2,diurna,166.0,158.7,0,1,0,18,11.1,0.6,2.02,0,6,7,6,14.857142857142858,0,graduado
Enfermería,4,diurna,147.0,124.5,0,1,1,19,10.8,1.4,1.74,0,8,11,7,12.86,0,graduado
Servicio social,1,diurna,121.0,111.9,0,1,0,20,12.4,0.5,1.79,5,11,12,11,11.727272727272728,0,graduado
Enfermería veterinaria,1,diurna,150.0,150.0,0,1,1,22,13.9,-0.3,0.79,3,6,11,6,13.142857142857142,0,graduado
Gestión de publicidad y marketing,1,diurna,124.0,114.2,1,1,0,18,10.8,1.4,1.74,0,6,6,5,11.8,0,abandono
Administración,1,diurna,96.0,96.0,0,1,0,19,16.2,0.3,-0.92,0,5,10,3,10.666666666666666,0,abandono
Diseño de comunicación,4,diurna,125.0,128.9,0,1,1,18,8.9,1.4,3.51,0,6,9,5,11.6,0,continua_matriculado
Turismo,1,diurna,136.0,121.7,0,1,0,20,10.8,1.4,1.74,0,6,13,3,10.333333333333334,0,continua_matriculado
Periodismo y comunicación,1,diurna,120.0,114.8,0,1,0,19,7.6,2.6,0.32,0,6,11,4,12.25,0,continua_matriculado
Turismo,1,diurna,128.0,127.0,0,1,0,19,12.4,0.5,1.79,0,6,6,6,12.0,0,continua_matriculado
Enfermería,1,diurna,142.0,131.3,0,1,0,19,10.8,1.4,1.74,0,8,8,7,14.731428571428571,0,graduado
Diseño de animación y multimedia,1,diurna,135.0,137.1,0,1,0,18,12.7,3.7,-1.7,0,0,0,0,0.0,0,graduado
Diseño de comunicación,1,diurna,120.0,120.0,0,1,0,21,13.9,-0.3,0.79,9,13,14,13,13.615384615384617,1,graduado
Administración,1,vespertina,140.0,139.0,0,1,0,27,8.9,1.4,3.51,0,5,5,5,15.8,0,graduado
Servicio social,1,diurna,135.0,129.1,0,1,0,19,15.5,2.8,-4.06,0,6,6,6,14.666666666666666,0,graduado
Enfermería veterinaria,1,diurna,133.1,128.2,0,1,0,25,7.6,2.6,0.32,0,5,5,0,0.0,0,abandono
Enfermería,2,diurna,137.0,120.8,0,1,1,18,10.8,1.4,1.74,0,8,8,7,14.654285714285717,0,graduado
Enfermería,1,diurna,122.0,135.8,0,1,0,24,10.8,1.4,1.74,0,8,8,7,12.401428571428571,0,graduado
Enfermería,3,diurna,128.0,118.9,0,1,0,20,13.9,-0.3,0.79,0,7,8,7,11.5875,0,graduado
Administración,1,vespertina,140.0,140.0,0,1,0,26,12.4,0.5,1.79,3,5,5,5,14.0,0,graduado
Servicio social,1,diurna,132.0,127.1,0,1,1,20,8.9,1.4,3.51,0,6,9,6,12.333333333333334,0,graduado
Enfermería veterinaria,1,diurna,131.0,137.0,0,1,0,18,7.6,2.6,0.32,0,5,5,5,14.0,0,graduado
Enfermería veterinaria,1,diurna,126.0,127.4,0,1,0,19,15.5,2.8,-4.06,0,6,13,6,15.23076923076923,0,graduado
Educación básica,1,diurna,133.1,97.0,0,1,0,23,12.7,3.7,-1.7,0,6,9,5,11.6,0,abandono
Enfermería,4,diurna,136.0,126.3,0,1,1,18,7.6,2.6,0.32,0,7,7,6,11.6,0,graduado
Enfermería,4,diurna,140.0,127.5,0,1,0,18,12.7,3.7,-1.7,0,7,0,0,0.0,0,abandono
Enfermería,1,diurna,135.0,126.6,0,1,1,19,11.1,0.6,2.02,0,7,7,7,12.901428571428571,0,graduado
Administración,1,vespertina,160.0,120.0,0,1,0,30,7.6,2.6,0.32,4,7,9,7,14.142857142857142,0,graduado
Enfermería veterinaria,1,diurna,140.0,140.0,0,1,0,29,15.5,2.8,-4.06,0,6,0,0,0.0,0,abandono
Enfermería,6,diurna,140.0,131.5,0,1,0,19,9.4,-0.8,-3.12,0,8,8,8,13.25375,0,graduado
Higiene oral,6,diurna,115.0,112.2,0,1,0,20,12.4,0.5,1.79,0,7,7,7,13.785714285714286,0,graduado
Enfermería,1,diurna,144.0,150.5,0,1,0,20,7.6,2.6,0.32,0,7,7,6,13.916666666666666,0,graduado
Gestión de publicidad y marketing,4,diurna,128.0,121.0,0,1,0,19,11.1,0.6,2.02,0,6,8,6,13.5,0,graduado
Administración,1,diurna,116.0,112.2,0,1,0,20,10.8,1.4,1.74,0,5,8,3,11.333333333333334,0,continua_matriculado
Enfermería veterinaria,2,diurna,135.0,129.4,0,1,0,21,10.8,1.4,1.74,0,5,8,0,0.0,4,abandono
Gestión de publicidad y marketing,1,diurna,121.0,114.4,0,1,0,19,11.1,0.6,2.02,0,6,10,5,11.5,0,graduado
Enfermería,3,diurna,134.0,120.3,0,1,1,18,10.8,1.4,1.74,0,8,8,7,12.082857142857142,0,graduado
Servicio social,1,vespertina,120.0,120.0,0,1,1,27,15.5,2.8,-4.06,0,6,8,6,11.833333333333334,0,graduado
Administración,2,diurna,125.0,114.5,0,1,1,19,12.4,0.5,1.79,0,5,6,5,13.4,0,graduado
Enfermería,1,diurna,141.0,127.8,0,1,1,19,7.6,2.6,0.32,0,7,7,0,0.0,2,abandono
Periodismo y comunicación,1,diurna,140.0,124.6,0,1,0,19,15.5,2.8,-4.06,0,6,7,5,14.2,0,graduado
Enfermería,6,diurna,144.0,130.3,0,1,1,18,12.7,3.7,-1.7,0,8,8,7,13.814285714285717,0,graduado
Turismo,1,diurna,122.0,118.2,0,1,1,20,12.4,0.5,1.79,0,6,10,4,11.25,0,continua_matriculado
Gestión de publicidad y marketing,1,diurna,130.0,118.8,0,1,1,18,12.7,3.7,-1.7,0,6,6,6,14.5,0,graduado
Gestión de publicidad y marketing,5,diurna,133.1,133.0,0,1,0,19,7.6,2.6,0.32,0,6,0,0,0.0,0,abandono
Enfermería,1,diurna,133.1,129.0,0,1,0,36,7.6,2.6,0.32,0,7,7,6,11.3,0,graduado
Higiene oral,1,diurna,147.0,100.0,0,1,0,18,10.8,1.4,1.74,0,2,2,0,0.0,0,continua_matriculado
Equinocultura,1,diurna,127.0,120.7,1,1,0,18,12.7,3.7,-1.7,0,5,11,1,12.0,0,continua_matriculado
